Datacleaned,,,,,,
,Title,Abstract,source&dates,source,dates,Url
106,美女研究生情变跳楼自杀 留下数万言遗书(图),美女研究生 跳楼殒命 　　播报时间：昨日下午4时许 　　播报地点：中科院福建省物质结构研究所 　　播报实录：一名女研究生，从研究所的公寓楼跳下当场死亡。她在轻生之前，写下数万字的遗书存在自己的电脑,胶东在线网    2006-05-25,胶东在线网,2006-05-25,https://www.ringdata.com/news/detail?id=20060525cc41399ac61b3aaa2f10af161b47f730
109,学生伤父后校内跳楼自杀,,多彩贵州网    2009-09-29,多彩贵州网,2009-09-29,https://www.ringdata.com/news/detail?id=200909294f0b217cef4f5d166b4ce2ec7fd59784
110,医学博士生因爱人一句玩笑话用手术刀自杀,昨日，成都某高校博士楼。 　　上午8时50分左右，一名女子凄厉的呼救声打破了宁静的校园，博士楼前，一位英俊的男子被几名男博士抱着走了出来，青年男子衣服上全是斑斑血迹。在他脖子上，一处伤口正朝外渗透,胶东在线网    2006-04-29,胶东在线网,2006-04-29,https://www.ringdata.com/news/detail?id=20060429cfebd96d7026e8f5493019b5e5276d67
111,中南大学研究生留遗书自杀 指责导师故意为难,,人民网    2015-05-25,人民网,2015-05-25,https://www.ringdata.com/news/detail?id=201505254ec5cffa7589c44b1f408a1c9ca3de05
112,女研究生与17岁网友相约宾馆自杀 男方获救(图),,央广网    2015-07-05,央广网,2015-07-05,https://www.ringdata.com/news/detail?id=2015070514b57d21b6c887660803616a0a2f97e3
113,研究生种地父亲自杀续：曾出两本书 因贫两离婚,尽管面对着父亲的黑脸，但父亲在医院治疗的3天里，苗卫芳一步不离病床。3天之后，脱离生命危险的苗风山从石家庄回了家。面对身体虚弱、无法下地的老父亲，苗卫芳觉得这些年来对不起这个家，对不起父母。,人民网    2012-10-23,人民网,2012-10-23,https://www.ringdata.com/news/detail?id=20121023a45bc6582542edfa95b9655826fef49f
114,研究生因毕业延期找工作受挫自杀 遗书：痛苦啊,,人民网    2014-05-04,人民网,2014-05-04,https://www.ringdata.com/news/detail?id=201405048b28b223543d6a5c0b016349c873efa8
115,女研究生失恋家人齐劝导 心情依旧低落欲自杀,,东南网    2014-09-12,东南网,2014-09-12,https://www.ringdata.com/news/detail?id=2014091273cf617ee49020cf56d94e47a19d3156
117,高校学生悲观厌世没勇气自杀选择杀人 获刑五年,因悲观厌世，采用谋害他人的方式发泄内心抑郁情绪，12月6日，江苏省张家港市人民法院对备受关注的高校杀人案进行公开宣判，以故意杀人罪判处被告人符某有期徒刑五年。 　　悲观自闭的大学生 　　符某是江苏,东北新闻网    2013-12-09,东北新闻网,2013-12-09,https://www.ringdata.com/news/detail?id=201312096d9af3d8dfd39700bfbda146818da790
119,北大研究生上吊自杀 死前对家人诉说压力过大,中新网11月2日电京华时报报道，昨天下午，来自湖北荆州的两位老人在中关村76号楼305室数次哭晕过去。10月30日晚，他们的儿子成俊将自己吊死在这间屋子里。自杀前，身为北大信息科技学院研究生的成俊,胶东在线网    2005-11-02,胶东在线网,2005-11-02,https://www.ringdata.com/news/detail?id=2005110278b18d6336670d8d00489044fdd5ef7e
122,华中科技大学回应“一研究生跳楼自杀”事件：惋惜,原标题：华中科技大学回应“一研究生跳楼自杀”事件：深感悲痛和惋惜 人民网武汉9月5日电 9月4日，华中科技大学官方发布“关于我校研究生坠楼事件的情况说明”称，9月2日上午，该校计算机学院2016级专业,徐州商务网    2019-09-05,徐州商务网,2019-09-05,https://www.ringdata.com/news/detail?id=20190905531d8d01306876963c52e168e85d50c2
123,台湾研究生自杀前偷内裤 法官鼓励:仍给你机会,中新网 8月16日电 据台湾《联合报》报道，一位杨姓研究生被控在台湾大学宿舍偷女内裤，法院审理时他说写不出论文心情沮丧，当天其实想跳楼。法官,中国新闻网    2012-08-16,中国新闻网,2012-08-16,https://www.ringdata.com/news/detail?id=20120816df3895817d770c60bb8f227477e4356f
124,上海贫困女研究生自杀续绝非一道正反选择题,贫困女研究生半蹲自缢身亡续：人生坎坷经历曝光 　　女研究生的死亡与一所大学的声誉 　　陈方 　　上海海事大学贫困女研究生杨元元自缢事件的后续，让人感觉颇有些“意外”。—名自称杨元元同学的网友,内蒙古新闻网    2009-12-16,内蒙古新闻网,2009-12-16,https://www.ringdata.com/news/detail?id=200912163babab5aa515b02103e89f2054530553
125,河北农大一女研究生实验课被杀 凶手自杀身亡,10月31日，河北农业大学动物科技学院一名在读女研究生做实验时，遭到一名校外男子持凶器伤害身亡。图为：河北农业大学动物科技学院。 长城网 李艮春 摄 　　长城网保定10月31日电(李艮春)10月31日,胶东在线网    2011-10-31,胶东在线网,2011-10-31,https://www.ringdata.com/news/detail?id=2011103159b07352d5ebe6e8d609d510018f1400
126,研究生工作不顺挥剪自杀未果 向路人呼救获助,前晚9时许，在天河区岑村火炉山，武汉大学毕业的研究生小徐因为工作原因，一时想不开选择在平安夜结束生命，在拿剪刀向胸口捅了两刀却自杀未果的情况下，向路人呼救，最终被警察和医护人员救下。昨天上午，伤势,东北新闻网    2013-12-26,东北新闻网,2013-12-26,https://www.ringdata.com/news/detail?id=20131226afa9cfda332ec4857ba96da2528e56f2
129,小伙不愿读研究生外出打工 遭骗财失恋后自杀, ,胶东在线网    2014-10-26,胶东在线网,2014-10-26,https://www.ringdata.com/news/detail?id=20141026ca7b57199f6d8a85bada5a08a347f567
130,农家研究生找不到工作回家种地 父亲服毒自杀,10月11日，优酷网拍客上传视频《研究生毕业回家种地老父气绝服毒》，众多网站论坛纷纷转发，很多网友在评论中感叹“知识难改变命运”。 　　据调查，这个视频的主人公是河北大学中国近现代史专业2008级,海口网    2012-10-17,海口网,2012-10-17,https://www.ringdata.com/news/detail?id=201210175aa33f395093f4c0496826b10edad310
131,研究生自我要求过高交不出论文题目烧炭自杀,,多彩贵州网    2013-05-07,多彩贵州网,2013-05-07,https://www.ringdata.com/news/detail?id=20130507bc90733affb9fd867735cae5cd61599a
133,广东一女大学生跳海自杀,新华社广州9月1日专电新学期开学第一天，再传电信诈骗学生的噩耗：广东揭阳市一女大学生被骗光近万元学费和生活费后，跳海自杀。 　　广东揭阳市公安局1日通报称，8月30日晚间接到居民张某某报警，称其女,海南日报    2016-09-02,海南日报,2016-09-02,https://www.ringdata.com/news/detail?id=20160902e1ac4ca222ff4fd17312a5ebe1c4edf9
134,警惕，大学生自杀也会“传染”,10月11日，南京市江宁区某高校一女生自杀身亡，此前一个月前，该校已有一名男生上吊自杀。 10月9日凌晨，南京某高校浦口校区，一名研究生从宿舍楼跳下，结束了自己年轻的生命。 9月30日，南京某重点大学,中国青年报    2008-11-03,中国青年报,2008-11-03,https://www.ringdata.com/news/detail?id=20081103103e012253e250ed246ea5e1442d0e7d
135,专家解读抑郁大学生自杀,,多彩贵州网    2012-03-29,多彩贵州网,2012-03-29,https://www.ringdata.com/news/detail?id=201203295668fe433844ef55c81c8fed5fb9e4fd
136,大学生并非自杀高危人群,晨报讯（记者徐晶晶）昨日是我国第十二个“大学生心理健康日”。市卫生局副局长毛羽透露，调查显示，大学生并非自杀的高危群体。目前，本市正在尝试建立“关爱大学生心理健康医校合作模式”。 　　据毛羽介绍，,北京晨报    2011-05-25,北京晨报,2011-05-25,https://www.ringdata.com/news/detail?id=2011052521d24f718950e010346a605f69edbada
137,缺觉提高大学生自杀几率,美国一项最新研究显示，大学生哪怕只缺觉一晚，出现焦虑、情绪低落等心理问题的几率都会平均提高20%以上。 亚利桑那大学研究人员从美国“全国大学健康评估”中提取并分析超过11万名大学生的信息。研究人员把没,海广网    2019-07-01,海广网,2019-07-01,https://www.ringdata.com/news/detail?id=20190701cf08ea9e6228d763d9e7cdd5eb9b4eb7
138,·网传广西一大学生被自杀,,东北新闻网    2011-03-25,东北新闻网,2011-03-25,https://www.ringdata.com/news/detail?id=20110325a852cf26f7180e82bb0b8c9c98c45f3d
142,大四学生遇车祸瘫痪 其母不堪打击跳楼自杀,本报讯(记者 肖娟 通讯员 张明 实习生 时卉 房玉娇) 渣土车碾倒大四学生扬长而去，后被交警调查时，司机得知医疗费用高达30万后逃之夭夭。两年后，该司机被抓获归案。昨日，武昌大队交通速裁法庭审理,中国山东网    2010-09-18,中国山东网,2010-09-18,https://www.ringdata.com/news/detail?id=20100918abe152563a94ad4537ac763ae856652f
143,身陷“校园贷”一大学生自杀,"小郑打给同学的欠条。(视频截图) 　　 　　本报讯　近日,来自郑州市河南牧业经济学院的在校大学生小郑,因债务缠身无力偿还,在青岛跳楼自杀。出事前,小郑不仅自己办理了不少信用卡,还通过网络上的在校生",齐鲁晚报    2016-03-16,齐鲁晚报,2016-03-16,https://www.ringdata.com/news/detail?id=20160316c1cea2313a53e20eb4ac386ea41d1680
144,于时语:从博士生自杀看印度大国梦的长期障碍,新加坡联合早报2月5日文章原题：从博士生自杀谈印度种姓问题 　　大学校园里的自杀现象，尤其是在强大竞争压力下攻读高级学位的学生中，未免司空见惯。但是1月中旬印度海得拉巴大学一名博士生维穆拉(Roh,环球网    2016-02-05,环球网,2016-02-05,https://www.ringdata.com/news/detail?id=20160205e0086f358b138964c7ea9b3f3d95ce04
145,90后大二学生留遗书后失踪 列举24条自杀理由,,央广网    2013-03-18,央广网,2013-03-18,https://www.ringdata.com/news/detail?id=20130318d05cfed9a3d660c1545fa02df4a9e610
146,大二学生为情吞药自杀 民警紧急催吐救回一命,,央广网    2016-02-15,央广网,2016-02-15,https://www.ringdata.com/news/detail?id=2016021551c101ee10ac68a9e75c91491624bfbd
147,大学生疑被催债自杀 大学生为何会想借钱,都说有多少能力就做怎样的事情，可很多大学生因攀比心理，于是就开始了校园贷，但他们不考虑是否能够还得上的问题，最后深受其害，近日网曝一大学生疑被催债自杀，而他的父母认为罪魁祸首就是校园贷，如果没有借,新淮安网    2017-07-02,新淮安网,2017-07-02,https://www.ringdata.com/news/detail?id=201707022d2c0ad20f54f7d9466e0bec69d2ffa7
148,疑因论文问题自杀 中国传媒大学通报研究生坠亡,原标题：一研究生疑因论文问题自杀，中国传媒大学：很痛心，正在调查 5月10日，中国传媒大学校方正式回应了硕士研究生黄某坠楼身亡事件，称已成立专项工作组调查了解相关情况。 5月9日晚，有网友发微博称，其,中华网    2020-05-10,中华网,2020-05-10,https://www.ringdata.com/news/detail?id=202005106345a22a5fa57e18e6c17bfd5ea35393
149,杨元元生前照片曝光 上海研究生自杀悲剧的背后,杨元元的母亲       公元2009年11月26日一个寒冷的早上，上海海事大学海商法女研究生杨元元走完了自己仅30年的生命历程。 　　本文为本网专稿，未经允许，严禁转载，违者必究!,中国山东网    2009-12-11,中国山东网,2009-12-11,https://www.ringdata.com/news/detail?id=20091211367901fb9f68a0492384aaaee3261813
150,北外女研究生酒店内身亡 民警初步推断其为自杀,,中国新闻网    2009-02-19,中国新闻网,2009-02-19,https://www.ringdata.com/news/detail?id=20090219ec5fe47f3c4e9d3e4e5f1a8f2ab2d161
151,研究生欧洲杯赌球输万元跳湖自杀 被救起还挣扎,四年一度的欧洲杯让千万球迷为之疯狂，比赛期间不少网站纷纷开通“欧洲杯投注”，然而赌球有风险。21日晚10点半前后，合肥一名研究生深夜来到天鹅湖边跳湖自尽，所幸男子被岸边巡逻的城管队员救下，说到为何会想,中国日报网    2016-06-28,中国日报网,2016-06-28,https://www.ringdata.com/news/detail?id=20160628043a614825b89fb07248f29367d15d1f
152,留法女研究生公寓外死亡 检方尸检后认定系自杀,,央广网    2013-11-14,央广网,2013-11-14,https://www.ringdata.com/news/detail?id=20131114476a84eee642837a5c9604d98c593139
153,研究生找不到工作回家种田，老父亲抑郁服毒自杀,,多彩贵州网    2012-10-18,多彩贵州网,2012-10-18,https://www.ringdata.com/news/detail?id=20121018257835cf28b3b7ebf5cc1df1bf811268
154,河北农大一名女研究生疑遭情杀 男子行凶后自杀,一女研究生被害 凶手当场自杀 　　“10月31日上午，保定市一个男的到河北农大校园里，杀了一名正在做实验的女研究生。”昨日上午，读者安女士给本报打来电话说，“杀人后，那个男的也自杀了。网上都在讨论,人民网    2011-11-02,人民网,2011-11-02,https://www.ringdata.com/news/detail?id=201111025b420c78efb03495416885c4a53517ae
156,[河北农大一名女研究生疑遭情杀 男子行凶后自杀],一女研究生被害 凶手当场自杀 　　“10月31日上午，保定市一个男的到河北农大校园里，杀了一名正在做实验的女研究生。”昨日上午，读者安女士给本报打来电话说，“杀人后，那个男的也自杀了。网上都在讨论,人民网    2011-11-02,人民网,2011-11-02,https://www.ringdata.com/news/detail?id=201111024a3aa99b19724c631c02e26f9514cc5d
157,武汉理工大学研究生自杀，根子在扭曲的师生关系,3月26日，武汉理工大学硕士研究生陶某从宿舍楼坠楼身亡。陶某家属晒出陶某与其导师王攀的社交软件聊天记录，指称王攀应对陶某的自杀负责。王攀发表声明对此予以否认。该校宣传部表示，自杀事件发生后，学校高,多彩贵州网    2018-04-08,多彩贵州网,2018-04-08,https://www.ringdata.com/news/detail?id=201804080be0cc86934a89e25ebd6a16984253d0
